LEX_CODE_LKD,PREDOMINANT_AGE_CODE,RED,GREEN,BLUE,LUMINANCE
CRMB,CV,172,189,137,181
CRMB,CV,172,189,137,182
CRGB,SR,164,217,201,204
DMF,SL,151,213,200,199
DMLS,CV,172,189,137,181
DMLS,CV,172,189,137,182
DHPS,ST,189,229,221,219
DHSM,TC,198,170,210,179
PGR,JB,158,219,238,207
PBD,SW,177,223,210,212
PEN,SG,201,233,230,225
PDS,DA,242,235,207,234
NWAP,AZ,253,187,100,195
NWBM,AZ,253,187,100,195
NWCL,AZ,253,187,100,195
NTC,TE,161,96,166,115
NHAB,AZ,253,187,100,195
MALV,AZ,253,187,100,195
MAUP,AZ,253,187,100,195
MA,AZ,253,187,100,195
LLX,AX,253,189,128,198
LLL,JB,158,219,238,207
LLNL,CN,195,196,138,192
LKSB,TA,190,140,193,154
LL,JB,158,219,238,207
HSA,DI,242,211,146,212
HOU,CV,172,189,137,181
HOU,CV,172,189,137,182
HNL,JB,158,219,238,207
HNTB,GB,252,200,163,208
HLY,TC,198,170,210,179
DGW,SS,192,226,212,217
DFS,P,231,102,73,127
DDDN,JS,74,192,238,170
DDM,DM,242,203,134,206
BOG,D,206,157,91,163
BNP,TE,161,96,166,115
FLUS,GE,252,189,153,200
TRD,QH,254,243,239,245
CLOG,AZ,253,187,100,195
HBM,AZ,253,187,100,195
MCA,AZ,253,187,100,195
DUNN,AZ,253,187,100,195
FRNA,O,0,167,141,130
RTD1,Q,254,248,154,242
GFDD,QP,254,240,191,239
WAG,DL,229,181,109,186
RCN,SW,177,223,210,212
SYGP,AD,254,216,135,218
UNF,SU,189,229,221,220
BAGP,AD,254,216,135,218
CRGN,SA,176,224,210,212
ACV,AZ,253,187,100,195
PH,AZ,253,187,100,195
VVG,SU,189,229,221,220
HGP,CN,195,196,138,192
ACS,CV,172,189,137,181
ACS,CV,172,189,137,182
AFG,SW,177,223,210,212
ACBB,AZ,253,187,100,195
ALC,Q,254,248,154,242
ALV,QH,254,243,239,245
ANL,JB,158,219,238,207
ALG,D,206,157,91,163
ARGP,CV,172,189,137,181
ARGP,CV,172,189,137,182
TEG,SO,230,242,232,239
LTHM,QH,254,243,239,245
KSDSG,QP,254,240,191,239
BYTRC,CV,172,189,137,181
BYTRC,CV,172,189,137,182
EMLA,CV,172,189,137,181
EMLA,CV,172,189,137,182
MMLA,CV,172,189,137,181
MMLA,CV,172,189,137,182
RCCN,DM,242,203,134,206
MSCN,DM,242,203,134,206
MAMS,AZ,253,187,100,195
MARF,GL,250,191,151,200
LWL,SW,177,223,210,212
LYT,S,180,222,202,212
LYBC,CV,172,189,137,181
LYBC,CV,172,189,137,182
LE,AL,241,103,129,134
LDU,DR,242,235,191,233
LCK,KE,187,217,119,204
LCUF,SG,201,233,230,225
LCW,SH,202,232,222,224
LDB,ST,189,229,221,219
LASH,JN,175,224,241,215
LCLC,CV,172,189,137,181
LCLC,CV,172,189,137,182
LBF,GP,250,179,123,190
DTB,DL,229,181,109,186
DSA,DM,242,203,134,206
DRUA,P,231,102,73,127
DRFT,Q,254,248,154,242
DOBB,P,231,102,73,127
CMR,SL,151,213,200,199
CLPL,JH,23,184,238,154
CMAM,DL,229,181,109,186
CLSC,DP,232,198,134,200
CMBH,AD,254,216,135,218
CMBN,SL,151,213,200,199
CLFB,DI,242,211,146,212
CLH,JB,158,219,238,207
CLE,PLC,233,121,99,143
CIN,JI,212,240,252,235
LTR,ST,189,229,221,219
LTW,KV,159,209,140,193
LUG,SL,151,213,200,199
LWT,CW,152,195,201,186
LSU,DM,242,203,134,206
LTB,SD,214,237,231,231
LUSH,SU,189,229,221,220
LRSH,DI,242,211,146,212
LTGL,JS,74,192,238,170
LSBR,P,231,102,73,127
LRRH,TR,224,196,221,204
LAB,SL,151,213,200,199
LACO,DL,229,181,109,186
LOMC,CN,195,196,138,192
LOPA,CN,195,196,138,192
LMSH,DV,243,224,158,223
LNCF,CT,150,181,140,186
LNCF,CT,150,181,139,171
LLU,SG,201,233,230,225
LMIO,JB,158,219,238,207
DOD,Q,254,248,154,242
DHPF,ST,189,229,221,219
EWR,AZ,253,187,100,195
FEL,CV,172,189,137,181
FEL,CV,172,189,137,182
EWT,AZ,253,187,100,195
FCD,GP,250,179,123,190
FADF,O,0,167,141,130
EXBR,P,231,102,73,127
EMBL,O,0,167,141,130
ENN,O,0,167,141,130
EU,AZ,253,187,100,195
ENV,DM,242,203,134,206
LG,SO,230,242,232,239
DST,TA,190,140,193,154
WMCH,KE,187,217,119,204
SHYS,KA,207,230,176,221
ECC,JO,186,228,250,221
STP,JO,186,228,250,221
WCL,JO,186,228,250,221
KNSF,TE,161,96,166,115
BRI,PLC,233,121,99,143
CLAV,JO,186,228,250,221
COYS,GP,250,179,123,190
ANB,JB,158,219,238,207
AVGR,DV,243,224,158,223
BAD,SW,177,223,210,212
AMSH,JT,144,207,242,196
DWM,SL,151,213,200,199
UFMLA,CV,172,189,137,181
UFMLA,CV,172,189,137,182
SPIR,O,0,167,141,130
DMM,SA,176,224,210,212
LKSF,DL,229,181,109,186
LYR,DV,243,224,158,223
AUC,DL,229,181,109,186
WRMS,GY,251,179,139,191
SIS,KP,194,224,164,213
DFG,SW,177,223,210,212
TWM,TN,211,182,213,190
WHD,SW,177,223,210,212
TB,AZ,253,187,100,195
BALC,SL,151,213,200,199
BASL,SU,189,229,221,220
BCBR,GE,252,189,153,200
CWYDV,QH,254,243,239,245
DOVEY,QH,254,243,239,245
KNFIG,QH,254,243,239,245
TEIFI,QH,254,243,239,245
WLLEV,QH,254,243,239,245
Q1DU,Q,254,248,154,242
Q1MVS,Q,254,248,154,242
HYBK,JO,186,228,250,221
TOOM,TE,161,96,166,115
SCOMN,AL,241,103,129,134
AMOG,AL,241,103,129,134
CBNS1,SL,151,213,200,199
LBIE,PLC,233,121,99,143
WY,ST,189,229,221,219
OLIG,GO,253,198,144,206
ETSG,QP,254,240,191,239
ELGT,AZ,253,187,100,195
DCLP,AZ,253,187,100,195
DCMF,AZ,253,187,100,195
DCPS,AZ,253,187,100,195
DCSL,AZ,253,187,100,195
DCHC,AZ,253,187,100,195
DCHP,AZ,253,187,100,195
DCHV,AZ,253,187,100,195
NOGS,CV,172,189,137,181
NOGS,CV,172,189,137,182
NP,QH,254,243,239,245
NPG,SA,176,224,210,212
NLW,AZ,253,187,100,195
NMG,AZ,253,187,100,195
NMRN,CN,195,196,138,192
NEWF,P,231,102,73,127
NGWM,AZ,253,187,100,195
NCB,DM,242,203,134,206
NCMB,TC,198,170,210,179
LINO,JB,158,219,238,207
LJ,JL,0,181,236,146
LKF,DM,242,203,134,206
LIF,TE,161,96,166,115
LHB,SA,176,224,210,212
LGRV,QP,254,240,191,239
LGLB,Q,254,248,154,242
LGBL,SD,214,237,231,231
HLB,E,141,171,119,161
HH,CV,172,189,137,181
HH,CV,172,189,137,182
HFFL,JS,74,192,238,170
HFL,SG,201,233,230,225
HGHM,JS,74,192,238,170
HEG,Q,254,248,154,242
HEL,DI,242,211,146,212
HBSF,TE,161,96,166,115
DCLB,AZ,253,187,100,195
DCLG,AZ,253,187,100,195
DCDS,AZ,253,187,100,195
DCG,T,144,81,160,100
DCGE,AZ,253,187,100,195
DCL,DI,242,211,146,212
DCAM,AZ,253,187,100,195
DCBL,AZ,253,187,100,195
DCBS,AZ,253,187,100,195
DCGS,AZ,253,187,100,195
DBST,AZ,253,187,100,195
DBTR,AZ,253,187,100,195
DBUE,AZ,253,187,100,195
DCCL,AZ,253,187,100,195
DCGO,AZ,253,187,100,195
DBPE,AZ,253,187,100,195
DBPQ,AZ,253,187,100,195
DBQS,AZ,253,187,100,195
DC,AZ,253,187,100,195
DCDF,AZ,253,187,100,195
DBSL,AZ,253,187,100,195
SHCM,DI,242,211,146,212
SGBD,QH,254,243,239,245
SGSH,SL,151,213,200,199
SFC,JO,186,228,250,221
SDA,CV,172,189,137,181
SDA,CV,172,189,137,182
SE,NP,255,248,150,242
STMS,D,206,157,91,163
STNK,CW,152,195,201,186
STQS,DM,242,203,134,206
STKB,P,231,102,73,127
ST,AZ,253,187,100,195
STBC,SW,177,223,210,212
STCF,TO,182,114,175,133
SS3A,TE,161,96,166,115
SSMM,TR,224,196,221,204
TRCB,DI,242,211,146,212
TNB,SU,189,229,221,220
RHE,DM,242,203,134,206
RHF,DL,229,181,109,186
RLF,DL,229,181,109,186
RCF,DL,229,181,109,186
RDF,DM,242,203,134,206
RBSH,ST,189,229,221,219
RAM,DL,229,181,109,186
RBB,DU,241,225,176,225
QHI,DL,229,181,109,186
QLU,SW,177,223,210,212
PVL,AZ,253,187,100,195
SCMB,CV,172,189,137,181
SCMB,CV,172,189,137,182
SCR,JB,158,219,238,207
SBM,KP,194,224,164,213
SA,GO,253,198,144,206
RURO,JI,212,240,252,235
SAF,DL,229,181,109,186
RWN,DI,242,211,146,212
RSH,CV,172,189,137,181
RSH,CV,172,189,137,182
RSS,DI,242,211,146,212
TOW,QH,254,243,239,245
TNT,TN,211,182,213,190
TLL,DL,229,181,109,186
TLS,CN,195,196,138,192
TEF,DL,229,181,109,186
TEB,DO,229,188,122,191
TARS,AZ,253,187,100,195
COGT,AZ,253,187,100,195
BUCS,DL,229,181,109,186
GACO,DL,229,181,109,186
GLNN,P,231,102,73,127
WIDS,GE,252,189,153,200
SUHG,QP,254,240,191,239
NO,QP,254,240,191,239
CMBE,Q,254,248,154,242
RAH,Q,254,248,154,242
KILD,AZ,253,187,100,195
CRUI,KL,149,204,121,186
STSK,JL,0,181,236,146
VICY,KL,149,204,121,186
BYSA,JO,186,228,250,221
LINK,AZ,253,187,100,195
GLEP,AZ,253,187,100,195
LMGR,AZ,253,187,100,195
TIMO,QP,254,240,191,239
UIAZ,AZ,253,187,100,195
WYR2,QH,254,243,239,245
T2T4,QH,254,243,239,245
BCHR,Q,254,248,154,242
TILLI,QP,254,240,191,239
T1T4,Q,254,248,154,242
HATI,QPM,255,241,208,241
TAW2,QP,254,240,191,239
TAW9,QP,254,240,191,239
TOR2,QP,254,240,191,239
TOR6,QP,254,240,191,239
PET5,QP,254,240,191,239
CQHL,OH,167,217,192,204
CRET,K,136,201,111,181
PRID,SO,230,242,232,239
SLAB,SW,177,223,210,212
HEAD1,Q,254,248,154,242
STOB2,Q,254,248,154,242
URVG,CN,195,196,138,192
MANG,G,249,170,111,183
BTSG,Q,254,248,154,242
NWHIM,S,180,222,202,212
AVM,DM,242,203,134,206
BAS,GB,252,200,163,208
BAP,GB,252,200,163,208
BG,NP,255,248,150,242
BCY,Q,254,248,154,242
KNSP,AZ,253,187,100,195
CGML,AZ,253,187,100,195
CWQU,AZ,253,187,100,195
ARDP3,DP,232,198,134,200
CAFD,GP,250,179,123,190
FANP,DL,229,181,109,186
HFD,JA,145,216,238,202
ASLS,JB,158,219,238,207
MO1,Q,254,248,154,242
GLMD,SW,177,223,210,212
RTD4A,Q,254,248,154,242
RTD5C,Q,254,248,154,242
PFLD,OH,167,217,192,204
ADMU,ST,189,229,221,219
YMG2,SA,176,224,210,212
ERCL,AD,254,216,135,218
TAM8,Q,254,248,154,242
LGGI,O,0,167,141,130
NPBMI,AZ,253,187,100,195
HDTS,Q,254,248,154,242
PROT,AP,240,89,120,123
IGFD,QP,254,240,191,239
HMGD,QP,254,240,191,239
RTD7,Q,254,248,154,242
RTD4,Q,254,248,154,242
PFLO,Q,254,248,154,242
GLPL,AZ,253,187,100,195
ASQ,AZ,253,187,100,195
BGCF,DL,229,181,109,186
BHMU,SG,201,233,230,225
BHSF,TE,161,96,166,115
BIML,SU,189,229,221,220
BMBL,GO,253,198,144,206
BMCG,DL,229,181,109,186
BLHB,GT,254,198,137,205
GVIN,JO,186,228,250,221
BEECK,KC,233,238,154,231
LFMLA,CV,172,189,137,181
LFMLA,CV,172,189,137,182
MANXG,D,206,157,91,163
PRTN,O,0,167,141,130
FXD,D,206,157,91,163
APPE,CV,172,189,137,181
APPE,CV,172,189,137,182
DIEP,AP,240,89,120,123
TAPS,AP,240,89,120,123
ADSB,JL,0,181,236,146
TORP,S,180,222,202,212
FARH,ST,189,229,221,219
DYSA,GE,252,189,153,200
SFD,QH,254,243,239,245
LABD,QH,254,243,239,245
SDIN,AD,254,216,135,218
PDNB,G,249,170,111,183
LDFP,O,0,167,141,130
GW1A,Q,254,248,154,242
PDNBR,G,249,170,111,183
MEDB,AZ,253,187,100,195
DOUN,AZ,253,187,100,195
TOMI,DL,229,181,109,186
TOMA,AZ,253,187,100,195
CRSL,AZ,253,187,100,195
CGNB,AZ,253,187,100,195
ACHN,AZ,253,187,100,195
SMHC,C,103,174,178,159
WFSG,QP,254,240,191,239
LMN,PLC,233,121,99,143
LUMM,SW,177,223,210,212
PLND,JI,212,240,252,235
BNCN,AZ,253,187,100,195
CARNO,S,180,222,202,212
QCHAN,O,0,167,141,130
UGPS,AZ,253,187,100,195
BENEV,S,180,222,202,212
LIAN4,S,180,222,202,212
RVRB,ST,189,229,221,219
DOGF,AZ,253,187,100,195
STAU,QP,254,240,191,239
NPF,G,249,170,111,183
SNCC2,G,249,170,111,183
GMOR,S,180,222,202,212
FARG,DM,242,203,134,206
BRETU,QP,254,240,191,239
BLST,JD,199,234,253,228
BHBA,AZ,253,187,100,195
MAAL,QH,254,243,239,245
CNRL,JN,175,224,241,215
RVKC,JB,158,219,238,207
TORL,AZ,253,187,100,195
GLQU,AZ,253,187,100,195
BARP3,DL,229,181,109,186
MIA,AZ,253,187,100,195
SALP,AZ,253,187,100,195
BTU,AZ,253,187,100,195
REPS,AZ,253,187,100,195
CGPS,AZ,253,187,100,195
RHIN,AL,241,103,129,134
GLCS,AZ,253,187,100,195
CADT,AZ,253,187,100,195
BLQU,AZ,253,187,100,195
DHGN,AZ,253,187,100,195
BLUS,AZ,253,187,100,195
MARS,T,144,81,160,100
SBSA,T,144,81,160,100
KUPF,P,231,102,73,127
BKSY,GL,250,191,151,200
CZDU,QH,254,243,239,245
GWR,QH,254,243,239,245
EP,CN,195,196,138,192
CIT,S,180,222,202,212
CGG,ST,189,229,221,219
CBK,AD,254,216,135,218
CBLS,CV,172,189,137,181
CBLS,CV,172,189,137,182
CAT,Q,254,248,154,242
CARN,P,231,102,73,127
CALP,CV,172,189,137,181
CALP,CV,172,189,137,182
BYSI,G,249,170,111,183
CABS,DM,242,203,134,206
BVT,Q,254,248,154,242
LRKC,JD,199,234,253,228
LPMV,PLC,233,121,99,143
LPRG,AP,240,89,120,123
LOXC,JC,186,228,240,220
LPBT,AP,240,89,120,123
LNST,Q,254,248,154,242
MWH,SW,177,223,210,212
LLT,SD,214,237,231,231
HACR,JC,186,228,240,220
HAC,GY,251,179,139,191
GUF,QH,254,243,239,245
GWSH,SR,164,217,201,204
HABR,P,231,102,73,127
GSI,G,249,170,111,183
GSSS,SU,189,229,221,220
ELN,CT,150,181,140,186
ELN,CT,150,181,139,171
EM,AZ,253,187,100,195
EDN,SR,164,217,201,204
EGC,DM,242,203,134,206
EKC,CN,195,196,138,192
EDM,DE,232,208,144,208
GECK,KE,187,217,119,204
GCV,DL,229,181,109,186
BWD,ST,189,229,221,219
BVC,CV,172,189,137,181
BVC,CV,172,189,137,182
BURL,SW,177,223,210,212
BWC,JN,175,224,241,215
BSV,AZ,253,187,100,195
BT,KP,194,224,164,213
CHSH,CV,172,189,137,181
CHSH,CV,172,189,137,182
MVB,P,231,102,73,127
MSB,SL,151,213,200,199
MRG,JB,158,219,238,207
MRI,DR,242,235,191,233
MOLS,CV,172,189,137,181
MOLS,CV,172,189,137,182
MOS,DL,229,181,109,186
MOXC,JC,186,228,240,220
MNRC,CN,195,196,138,192
MOB,P,231,102,73,127
GPVD,CV,172,189,137,181
GPVD,CV,172,189,137,182
GRBW,SO,230,242,232,239
GRH,SL,151,213,200,199
GOFC,CN,195,196,138,192
GOL,JN,175,224,241,215
GLSH,SA,176,224,210,212
GLF,JN,175,224,241,215
FYD,OH,167,217,192,204
DAMD,AZ,253,187,100,195
DADL,AZ,253,187,100,195
DAGP,AZ,253,187,100,195
DACV,AZ,253,187,100,195
D,AZ,253,187,100,195
DACP,AZ,253,187,100,195
CVR,DL,229,181,109,186
CWA,DU,241,225,176,225
DAAI,AZ,253,187,100,195
DAAR,AZ,253,187,100,195
DOBP,Q,254,248,154,242
HLOGR,Q,254,248,154,242
HURD,Q,254,248,154,242
LWIB,Q,254,248,154,242
SZWL,Q,254,248,154,242
TRIMS,QP,254,240,191,239
RUCSG,QP,254,240,191,239
LSCL,GY,251,179,139,191
KIMU,JD,199,234,253,228
NSTN,DV,243,224,158,223
SHIP,JN,175,224,241,215
SBRG,QP,254,240,191,239
RALP,AZ,253,187,100,195
GCKP,AZ,253,187,100,195
CDHP,AZ,253,187,100,195
LUCB,S,180,222,202,212
LAIL3,S,180,222,202,212
BSSY,S,180,222,202,212
GDES2,S,180,222,202,212
HIYS,GE,252,189,153,200
DGHC,DL,229,181,109,186
COBD,QH,254,243,239,245
SHWK,KA,207,230,176,221
LISA,JC,186,228,240,220
KCB,SD,214,237,231,231
LUGH,QH,254,243,239,245
CRLO,AZ,253,187,100,195
ATBB,AZ,253,187,100,195
HOUO,CV,172,189,137,181
HOUO,CV,172,189,137,182
IDY,G,249,170,111,183
FFLF,CV,172,189,137,181
FFLF,CV,172,189,137,182
EVBR,P,231,102,73,127
EWD,SL,151,213,200,199
DYR,JN,175,224,241,215
DVR,SS,192,226,212,217
DVY,QH,254,243,239,245
DTSH,CV,172,189,137,181
DTSH,CV,172,189,137,182
DYF,SL,151,213,200,199
DVC,DM,242,203,134,206
DBCH,AZ,253,187,100,195
DAQC,AZ,253,187,100,195
DATY,AZ,253,187,100,195
DAWS,AZ,253,187,100,195
DAKL,AZ,253,187,100,195
DAKQ,AZ,253,187,100,195
DATI,AZ,253,187,100,195
DAFC,AZ,253,187,100,195
DAFF,AZ,253,187,100,195
DASL,AZ,253,187,100,195
DASQ,AZ,253,187,100,195
DABD,AZ,253,187,100,195
DABL,AZ,253,187,100,195
DACB,AZ,253,187,100,195
DALL,AZ,253,187,100,195
CML,JB,158,219,238,207
CNU,GP,250,179,123,190
PSG,SW,177,223,210,212
PSM,GP,250,179,123,190
IGLD,QP,254,240,191,239
PGMD,QH,254,243,239,245
CLMU,TA,190,140,193,154
FYHA,TA,190,140,193,154
ABBV,AZ,253,187,100,195
LKMU,DE,232,208,144,208
LAHI,AZ,253,187,100,195
TDSL,AZ,253,187,100,195
BSAL,AZ,253,187,100,195
CCFL,AZ,253,187,100,195
LQ,O,0,167,141,130
RBY,ST,189,229,221,219
DELV,AZ,253,187,100,195
COPE,AZ,253,187,100,195
UQL,SH,202,232,222,224
NSAL,AZ,253,187,100,195
ALDP,AZ,253,187,100,195
SGAO,Q,254,248,154,242
SQS,DI,242,211,146,212
CKMC,GY,251,179,139,191
BRTC,GL,250,191,151,200
CNB,PLC,233,121,99,143
GRK,DO,229,188,122,191
GFS,SG,201,233,230,225
KDM,TE,161,96,166,115
DIM,SG,201,233,230,225
LMU,TE,161,96,166,115
INCH,AZ,253,187,100,195
CORG,AZ,253,187,100,195
KEIT,AZ,253,187,100,195
REB,OH,167,217,192,204
BEQU,AZ,253,187,100,195
PCFL,AZ,253,187,100,195
JG,JE,115,198,238,183
N0LS,CN,195,196,138,192
ASTA,GE,252,189,153,200
BEET,GE,252,189,153,200
SPY,DM,242,203,134,206
MLV,AD,254,216,135,218
PLD,AD,254,216,135,218
ARSS,D,206,157,91,163
LSBD,Q,254,248,154,242
LLSA,DP,232,198,134,200
GASH,JB,158,219,238,207
NCH,CV,172,189,137,181
NCH,CV,172,189,137,182
GLWL,CN,195,196,138,192
CASA,JO,186,228,250,221
CMSA,JC,186,228,240,220
WESH,SW,177,223,210,212
WDC,KV,159,209,140,193
WDG,CV,172,189,137,181
WDG,CV,172,189,137,182
MG,CN,195,196,138,192
WAF,DM,242,203,134,206
WBD,AZ,253,187,100,195
VIC,AL,241,103,129,134
VSG,AP,240,89,120,123
UWBD,AZ,253,187,100,195
VS,AP,240,89,120,123
UST,AZ,253,187,100,195
VPS,AP,240,89,120,123
UTW,KV,159,209,140,193
KYLM,DL,229,181,109,186
URN,AZ,253,187,100,195
V,AP,240,89,120,123
UTR,ST,189,229,221,219
URT,AZ,253,187,100,195
UPSB,AZ,253,187,100,195
UPHS,AZ,253,187,100,195
USB,SL,151,213,200,199
UPS,AZ,253,187,100,195
UOCG,AZ,253,187,100,195
UOR,AZ,253,187,100,195
GUFC,CN,195,196,138,192
ULGI,CV,172,189,137,181
ULGI,CV,172,189,137,182
ULIS,JT,144,207,242,196
CM,CW,152,195,201,186
WPN,P,231,102,73,127
NSBR,P,231,102,73,127
CYBR,P,231,102,73,127
TMSH,CT,150,181,140,186
TMSH,CT,150,181,139,171
GTP,AZ,253,187,100,195
GES,AZ,253,187,100,195
ZMG,RZ,159,195,167,185
ZU,RZ,159,195,167,185
POM,P,231,102,73,127
WDSC,CN,195,196,138,192
YWCH,AD,254,216,135,218
BKI,DM,242,203,134,206
ZKG,D,206,157,91,163
YRG,Q,254,248,154,242
YSS,AZ,253,187,100,195
YWOR,AZ,253,187,100,195
YMF,DP,232,198,134,200
YD,SO,230,242,232,239
YSBC,AZ,253,187,100,195
YSHH,AZ,253,187,100,195
YSP,AZ,253,187,100,195
YBK,SG,201,233,230,225
WWS,CV,172,189,137,181
WWS,CV,172,189,137,182
WT,GP,250,179,123,190
WTF,TA,190,140,193,154
PET,JC,186,228,240,220
WRDG,D,206,157,91,163
WSH,KB,185,220,156,208
WOG,G,249,170,111,183
WOSH,SL,151,213,200,199
WPLS,CV,172,189,137,181
WPLS,CV,172,189,137,182
UMS,TE,161,96,166,115
WLF,SR,164,217,201,204
WLI,TR,224,196,221,204
WLMB,CV,172,189,137,181
WLMB,CV,172,189,137,182
WHP,CT,150,181,140,186
WHP,CT,150,181,139,171
WHSS,AZ,253,187,100,195
WIB,DM,242,203,134,206
WHL,JN,175,224,241,215
WGT,AZ,253,187,100,195
UEC,JN,175,224,241,215
YW,AD,254,216,135,218
QB,CV,172,189,137,181
QB,CV,172,189,137,182
QC,DA,242,235,207,234
PV,AZ,253,187,100,195
SRB,DL,229,181,109,186
SS3B,TE,161,96,166,115
SRF,DL,229,181,109,186
SRM,T,144,81,160,100
SNT,TA,190,140,193,154
SOBS,CV,172,189,137,181
SOBS,CV,172,189,137,182
SNC,KB,185,220,156,208
WSM,SD,214,237,231,231
UEL,JN,175,224,241,215
U,AZ,253,187,100,195
UBH,SD,214,237,231,231
TTST,KE,187,217,119,204
TSF,SH,202,232,222,224
TSL,DA,242,235,207,234
WL,GP,250,179,123,190
TCAU,AZ,253,187,100,195
TBM,SW,177,223,210,212
TBS,AZ,253,187,100,195
ULL,JB,158,219,238,207
ULU,SD,214,237,231,231
UINO,JB,158,219,238,207
UKM,TU,187,158,202,167
ULCA,AZ,253,187,100,195
UGSH,SL,151,213,200,199
UHBD,AZ,253,187,100,195
UFE,JN,175,224,241,215
UCCR,AZ,253,187,100,195
SNO,JB,158,219,238,207
SMF,DM,242,203,134,206
SIXC,CN,195,196,138,192
SKFC,CN,195,196,138,192
SKM,DU,241,225,176,225
SHSG,SL,151,213,200,199
TRR,JN,175,224,241,215
SXS,DL,229,181,109,186
SYLS,DL,229,181,109,186
SWAN,JI,212,240,252,235
SUF,Q,254,248,154,242
SVL,P,231,102,73,127
STSH,T,144,81,160,100
UCR,JO,186,228,250,221
UCRG,SA,176,224,210,212
RTDU,Q,254,248,154,242
RON,DL,229,181,109,186
RT,AD,254,216,135,218
RMBD,Q,254,248,154,242
RNF,DL,229,181,109,186
RHM,SW,177,223,210,212
RIB,Q,254,248,154,242
RG,SO,230,242,232,239
RGTB,KP,194,224,164,213
RHBR,S,180,222,202,212
T4T7,Q,254,248,154,242
ALRT,Q,254,248,154,242
FHFL,KS,222,230,145,222
MSMA,KT,198,222,126,210
THNC,QP,254,240,191,239
GNSA,DA,242,235,207,234
CLOP,CV,172,189,137,181
CLOP,CV,172,189,137,182
TCDC,AZ,253,187,100,195
WHGG,AZ,253,187,100,195
DCST,DL,229,181,109,186
UFIB,KP,194,224,164,213
YOHD,Q,254,248,154,242
LEIL,AZ,253,187,100,195
MORR,AZ,253,187,100,195
CWMU,TD,200,151,198,165
SVRT,KE,187,217,119,204
NESS,JB,158,219,238,207
DSV,DV,243,224,158,223
CBCS,AZ,253,187,100,195
ASSM,DL,229,181,109,186
PCK,KC,233,238,154,231
CCK,PLC,233,121,99,143
SBTU,AD,254,216,135,218
OTB,AD,254,216,135,218
STOB,Q,254,248,154,242
HNF,SG,201,233,230,225
WBR,P,231,102,73,127
URM,DL,229,181,109,186
UMRS,DR,242,235,191,233
THSA,P,231,102,73,127
HVBR,P,231,102,73,127
POS,CV,172,189,137,181
POS,CV,172,189,137,182
SHBA,AZ,253,187,100,195
GTQ,AZ,253,187,100,195
ACC,SR,164,217,201,204
YWB,AZ,253,187,100,195
YWO,AZ,253,187,100,195
YWOS,AD,254,216,135,218
YBM,GP,250,179,123,190
WSL,DA,242,235,207,234
WRB,GP,250,179,123,190
WSA,DP,232,198,134,200
WHI,G,249,170,111,183
WEH,S,180,222,202,212
UCA,AZ,253,187,100,195
MLTS,QPE,254,239,188,238
HNGB,GB,252,200,163,208
HHS,JT,144,207,242,196
FALC,CN,195,196,138,192
FES,Q,254,248,154,242
UBD,SD,214,237,231,231
STRA,DL,229,181,109,186
CGMG,AZ,253,187,100,195
DCLD,AZ,253,187,100,195
COYM,O,0,167,141,130
DMCB,AZ,253,187,100,195
GTLT,S,180,222,202,212
RTD1A,QP,254,240,191,239
KHT,AD,254,216,135,218
FESA,JO,186,228,250,221
CHNT,JD,199,234,253,228
TBSH,P,231,102,73,127
CRGR,JO,186,228,250,221
LKNB,JC,186,228,240,220
AMTH,TE,161,96,166,115
VFLD,QP,254,240,191,239
GLDS,Q,254,248,154,242
SEQ,QP,254,240,191,239
MERB,Q,254,248,154,242
ENNR,O,0,167,141,130
DICH,AZ,253,187,100,195
ALVT,QH,254,243,239,245
TEC,QP,254,240,191,239
TECS,QP,254,240,191,239
GLOS,QP,254,240,191,239
GLOD,QP,254,240,191,239
VFLS,QP,254,240,191,239
DCCF,AZ,253,187,100,195
CTWB,TR,224,196,221,204
STAH,TA,190,140,193,154
WAHA,TC,198,170,210,179
TYBF,DI,242,211,146,212
MIOCL,NM,254,242,0,227
RIDG,QPM,255,241,208,241
GLEV,QH,254,243,239,245
STRSG,QP,254,240,191,239
1HELM,SO,230,242,232,239
SS1,TE,161,96,166,115
TOS,TE,161,96,166,115
GSTC,Q,254,248,154,242
GSA,SW,177,223,210,212
GRB,SO,230,242,232,239
GMF,DI,242,211,146,212
GLSR,JB,158,219,238,207
KENN,P,231,102,73,127
ACU,JN,175,224,241,215
AGF,SL,151,213,200,199
ANGC,JH,23,184,238,154
BARK,SL,151,213,200,199
BCQC,AP,240,89,120,123
BDS,JT,144,207,242,196
BH,QH,254,243,239,245
BGBM,GE,252,189,153,200
CRGD,O,0,167,141,130
KNSG,Q,254,248,154,242
GAL2,SR,164,217,201,204
HAFD,SA,176,224,210,212
POWH,G,249,170,111,183
TCAC,AZ,253,187,100,195
STIE,DL,229,181,109,186
ERRA,QP,254,240,191,239
UDG,G,249,170,111,183
GRGL,AZ,253,187,100,195
MASS,TA,190,140,193,154
GOSI,QH,254,243,239,245
BGTR,AZ,253,187,100,195
SALV,CV,172,189,137,181
SALV,CV,172,189,137,182
CKCS,GO,253,198,144,206
WNSL,AZ,253,187,100,195
BRBY,JB,158,219,238,207
BDF,DM,242,203,134,206
UIIS,S,180,222,202,212
USCW,CW,152,195,201,186
DCMG,AZ,253,187,100,195
CATL,CV,172,189,137,181
CATL,CV,172,189,137,182
