LEX_CODE_LKD,PREDOMINANT_AGE_CODE,RED,GREEN,BLUE,LUMINANCE
SEAS,DL,229,181,109,186
RORT1,S,180,222,202,212
HELM1,S,180,222,202,212
MOGL,AZ,253,187,100,195
BYTR,P,231,102,73,127
T5T7,Q,254,248,154,242
BBLR,O,0,167,141,130
CORN,S,180,222,202,212
INSUZ,O,0,167,141,130
KNMT,O,0,167,141,130
PTHD,S,180,222,202,212
TRLD,O,0,167,141,130
TCD2,AZ,253,187,100,195
KPSG,AZ,253,187,100,195
ALPS,AT,254,196,112,202
UDKC,C,103,174,178,159
BWAT,QP,254,240,191,239
AILT,Q,254,248,154,242
UEXP,P,231,102,73,127
BLSL,O,0,167,141,130
BLCS,JA,145,216,238,202
CDB,SW,177,223,210,212
PTB,D,206,157,91,163
2IRS,JE,115,198,238,183
THMU,TA,190,140,193,154
LLOB,KP,194,224,164,213
THSS,KA,207,230,176,221
HISL,S,180,222,202,212
WATCH,TR,224,196,221,204
SAKPI,G,249,170,111,183
GWYN,O,0,167,141,130
LEBE,KO,211,228,136,218
TCAB,AZ,253,187,100,195
WGDW,QH,254,243,239,245
TILL,QP,254,240,191,239
MMN,ST,189,229,221,219
POB,DA,242,235,207,234
DBBE,AZ,253,187,100,195
DB,AZ,253,187,100,195
DAOF,AZ,253,187,100,195
CMM,SD,214,237,231,231
CMCL,AD,254,216,135,218
CLC,KS,222,230,145,222
BSP,TE,161,96,166,115
KCH,AZ,253,187,100,195
DRSP,AZ,253,187,100,195
MOGR,KE,187,217,119,204
SISC,Q,254,248,154,242
SHC,JB,158,219,238,207
SDMB,CV,172,189,137,181
SDMB,CV,172,189,137,182
SEA,DU,241,225,176,225
DVT,Q,254,248,154,242
DYFC,ST,189,229,221,219
DTSB,CV,172,189,137,181
DTSB,CV,172,189,137,182
LIAN1,S,180,222,202,212
SVQU,AZ,253,187,100,195
CLAG,AZ,253,187,100,195
KILP,G,249,170,111,183
REHW3,G,249,170,111,183
CUILD,G,249,170,111,183
PBU,SA,176,224,210,212
TENBY,CN,195,196,138,192
SE1AC,QH,254,243,239,245
SUDB,QH,254,243,239,245
SUTS,QH,254,243,239,245
ADLS,QH,254,243,239,245
WYAR,Q,254,248,154,242
DOWNF,QP,254,240,191,239
FRESH,QP,254,240,191,239
BEMRB,Q,254,248,154,242
STEYW,Q,254,248,154,242
TWACR,Q,254,248,154,242
SEAPK,Q,254,248,154,242
ROBHL,Q,254,248,154,242
FREM,CV,172,189,137,181
FREM,CV,172,189,137,182
PSKA,DI,242,211,146,212
AGLS,AZ,253,187,100,195
USA3,AD,254,216,135,218
BUDQ,AZ,253,187,100,195
ICGN,AR,237,0,140,60
LBED,GY,251,179,139,191
BLAD,JN,175,224,241,215
WESD,AZ,253,187,100,195
SNDL,AZ,253,187,100,195
KNHG,AZ,253,187,100,195
FDHN3,S,180,222,202,212
RAAS,JB,158,219,238,207
LOBA,G,249,170,111,183
METH,AZ,253,187,100,195
GRAPP,AZ,253,187,100,195
LGSL,Q,254,248,154,242
ROMG1,S,180,222,202,212
LINN,AP,240,89,120,123
CSTAR,S,180,222,202,212
CRUA,S,180,222,202,212
RANH,S,180,222,202,212
MIGD,S,180,222,202,212
BNEV2,S,180,222,202,212
HELM,S,180,222,202,212
COLTI,AL,241,103,129,134
STRGS,S,180,222,202,212
STRCH,AZ,253,187,100,195
GGQP,AZ,253,187,100,195
BRHD,KE,187,217,119,204
FROGF,QP,254,240,191,239
UIDL,DL,229,181,109,186
FMCB,JM,113,207,235,189
REEL,AZ,253,187,100,195
SLID,AZ,253,187,100,195
TOTL,QP,254,240,191,239
PEB,SL,151,213,200,199
PORK,AZ,253,187,100,195
BRMS,DL,229,181,109,186
SWOR,AZ,253,187,100,195
SKYED,G,249,170,111,183
REAY,S,180,222,202,212
TALSK,GP,250,179,123,190
EYNM,GP,250,179,123,190
FISK,GP,250,179,123,190
MINCO,GP,250,179,123,190
CUILP,G,249,170,111,183
CUIP6,G,249,170,111,183
CUIB2,G,249,170,111,183
CUIA3,G,249,170,111,183
CNAL4,GE,252,189,153,200
EIGL3,GP,250,179,123,190
EIG35,GP,250,179,123,190
LAGSL,KU,175,212,109,197
RWG2,G,249,170,111,183
UDAZ,AZ,253,187,100,195
TYMA,SL,151,213,200,199
OK3,Q,254,248,154,242
OK1T2,Q,254,248,154,242
OK,Q,254,248,154,242
SAWD,SW,177,223,210,212
CNSS,AZ,253,187,100,195
FESP,AZ,253,187,100,195
TTRS,AZ,253,187,100,195
LAIL1,S,180,222,202,212
LAILU,S,180,222,202,212
GDES1,S,180,222,202,212
FOUNX,QH,254,243,239,245
RCLV,GT,254,198,137,205
WLWS,GEE,251,179,139,191
HARS,GY,251,179,139,191
BGLM,DI,242,211,146,212
POBS,DI,242,211,146,212
CGAG,QPM,255,241,208,241
JOIN,AZ,253,187,100,195
WYR1,QH,254,243,239,245
BDAC,JN,175,224,241,215
TUPS,AZ,253,187,100,195
GLLDI,QP,254,240,191,239
MASNA,Q,254,248,154,242
GFTD2,Q,254,248,154,242
RUNM,G,249,170,111,183
RLC2,G,249,170,111,183
RLW3,G,249,170,111,183
RLE,G,249,170,111,183
TOBR,PLC,233,121,99,143
PWLM,DR,242,235,191,233
BTNL,DI,242,211,146,212
SHDER,T,144,81,160,100
MKARD,G,249,170,111,183
RHWG,G,249,170,111,183
RHSM,G,249,170,111,183
RHUML,G,249,170,111,183
RHLC2,G,249,170,111,183
RHLW3,G,249,170,111,183
RHLW1,G,249,170,111,183
RLE13,G,249,170,111,183
RLE10,G,249,170,111,183
RLE8,G,249,170,111,183
RLE5,G,249,170,111,183
RT11,Q,254,248,154,242
RT13,Q,254,248,154,242
LMBA,GP,250,179,123,190
WGVS,DL,229,181,109,186
DCTS,JE,115,198,238,183
FICQ,AZ,253,187,100,195
LOGQ,AZ,253,187,100,195
MAWO,SW,177,223,210,212
LOCE,AZ,253,187,100,195
TINTO,DL,229,181,109,186
RECF,JO,186,228,250,221
KKHP,SL,151,213,200,199
BHSA,KB,185,220,156,208
BCMB,AZ,253,187,100,195
LAPS,AZ,253,187,100,195
BABL,AZ,253,187,100,195
CBBC,GB,252,200,163,208
RTD3B,Q,254,248,154,242
TULS,AZ,253,187,100,195
RIRM,Q,254,248,154,242
WBCT,TR,224,196,221,204
TCON,QH,254,243,239,245
WLDY,DA,242,235,207,234
BVSB,DE,232,208,144,208
MOCR,JO,186,228,250,221
CACB,JC,186,228,240,220
DBCT,AZ,253,187,100,195
BBPE,AZ,253,187,100,195
ARDR,AZ,253,187,100,195
CNLH,AZ,253,187,100,195
RUVN,AZ,253,187,100,195
FLTY,AT,254,196,112,202
FCHY,AZ,253,187,100,195
GYRU,GY,251,179,139,191
ESGD,O,0,167,141,130
CRWA,D,206,157,91,163
BHLV,O,0,167,141,130
LOW,SL,151,213,200,199
BUSW,G,249,170,111,183
GLTS,SW,177,223,210,212
DCIN,AZ,253,187,100,195
STLG,GO,253,198,144,206
RLTI,QP,254,240,191,239
HPTI,QP,254,240,191,239
SCAT,AZ,253,187,100,195
WEIL,AZ,253,187,100,195
VFLF,QP,254,240,191,239
MNF,O,0,167,141,130
BROS,G,249,170,111,183
ARCH,S,180,222,202,212
CHEV,DL,229,181,109,186
REMU,DA,242,235,207,234
GLVO,DL,229,181,109,186
SKIP,CN,195,196,138,192
EGLND,G,249,170,111,183
USP,P,231,102,73,127
UPD,D,206,157,91,163
DMN,DL,229,181,109,186
LULT,SD,214,237,231,231
LBWL,CV,172,189,137,181
LBWL,CV,172,189,137,182
MMMF,T,144,81,160,100
CATT,SL,151,213,200,199
RTD2B,Q,254,248,154,242
UIAP,AP,240,89,120,123
GIRL,AZ,253,187,100,195
DAVO,AZ,253,187,100,195
CLHI,AZ,253,187,100,195
NWAE,SW,177,223,210,212
MEDQ,AZ,253,187,100,195
BEOS,AZ,253,187,100,195
KYQ,AZ,253,187,100,195
FRL,DA,242,235,207,234
UDSA,GEE,251,179,139,191
LDSA,GPL,254,198,137,205
CCIA,AZ,253,187,100,195
SRND,AZ,253,187,100,195
FDNS,KP,194,224,164,213
SEEI,KP,194,224,164,213
RDCH,KE,187,217,119,204
BANJ,Q,254,248,154,242
NZG,Q,254,248,154,242
WMH,Q,254,248,154,242
TCONA,Q,254,248,154,242
HSSV,GP,250,179,123,190
GBGN,GP,250,179,123,190
SKWGB,GP,250,179,123,190
GLNM,GP,250,179,123,190
STGO,QP,254,240,191,239
SURAU,Q,254,248,154,242
RTD5A,Q,254,248,154,242
LABN,DL,229,181,109,186
COHD,Q,254,248,154,242
OTD,D,206,157,91,163
URBO,JN,175,224,241,215
CMPL,DL,229,181,109,186
LDLN3,Q,254,248,154,242
COW,SL,151,213,200,199
SHSM,DM,242,203,134,206
SFM,DM,242,203,134,206
CDMM,DM,242,203,134,206
BDCM,DM,242,203,134,206
SBSM,DM,242,203,134,206
GLB,DL,229,181,109,186
TRIM,QP,254,240,191,239
FOLO,AZ,253,187,100,195
CPCK,KC,233,238,154,231
DAI,ST,189,229,221,219
WZCK,KE,187,217,119,204
IGPA,G,249,170,111,183
MORV,DL,229,181,109,186
WBCO,DA,242,235,207,234
WAT,QP,254,240,191,239
NIT,QP,254,240,191,239
SULM,GP,250,179,123,190
WESS,GP,250,179,123,190
SBGL,QH,254,243,239,245
POLG,DL,229,181,109,186
MASMD,FH,145,216,238,202
FAEOL,Q,254,248,154,242
FLORG,Q,254,248,154,242
FENPT,Q,254,248,154,242
NCARB,Q,254,248,154,242
FCRET,Q,254,248,154,242
DTILL,QP,254,240,191,239
HUMMO,QP,254,240,191,239
MADD,Q,254,248,154,242
FFSA,SW,177,223,210,212
PLLE,SO,230,242,232,239
BRAY,GP,250,179,123,190
HIAN,GP,250,179,123,190
CHQ,G,249,170,111,183
MBMG,G,249,170,111,183
C2OB,G,249,170,111,183
LAGB,G,249,170,111,183
C3B,G,249,170,111,183
LCQGB,G,249,170,111,183
C3OQG,G,249,170,111,183
C3OGR,G,249,170,111,183
C3SML,G,249,170,111,183
AAQM,G,249,170,111,183
LOHC,CN,195,196,138,192
WMIL,CV,172,189,137,181
WMIL,CV,172,189,137,182
RADM,CV,172,189,137,181
RADM,CV,172,189,137,182
CGOM6,S,180,222,202,212
VAPE,AP,240,89,120,123
GLPS,AP,240,89,120,123
CGPEG,AZ,253,187,100,195
PEEI,JT,144,207,242,196
CECH,G,249,170,111,183
REHE4,G,249,170,111,183
IRCH,JN,175,224,241,215
MDEV,DM,242,203,134,206
CAMY,SU,189,229,221,220
WORM,SL,151,213,200,199
BSA1,Q,254,248,154,242
STOB1,Q,254,248,154,242
TILL2,Q,254,248,154,242
GLLD1,Q,254,248,154,242
OLDE,Q,254,248,154,242
FEFR,JN,175,224,241,215
KYPS,AZ,253,187,100,195
NGRC,JO,186,228,250,221
UIID,D,206,157,91,163
KELV,QH,254,243,239,245
LAW,Q,254,248,154,242
ENDR,QH,254,243,239,245
CNTM,AZ,253,187,100,195
BEBU,AZ,253,187,100,195
KELS,AZ,253,187,100,195
UDEV,DU,241,225,176,225
LABD1,Q,254,248,154,242
RHSG,SL,151,213,200,199
UCCA,AZ,253,187,100,195
TSRG,SO,230,242,232,239
GKYL,O,0,167,141,130
UIDU,D,206,157,91,163
SOCG,DE,232,208,144,208
NWGRA,O,0,167,141,130
BALI,O,0,167,141,130
BHOS,AZ,253,187,100,195
CCGN,G,249,170,111,183
YOC,CN,195,196,138,192
RTD6B,Q,254,248,154,242
RT12A,Q,254,248,154,242
GDH,Q,254,248,154,242
ARDG,AZ,253,187,100,195
NERI,AZ,253,187,100,195
CMFL,KC,233,238,154,231
MEMA2,KE,187,217,119,204
BEDRA,GP,250,179,123,190
LCGCO,JO,186,228,250,221
SMOG,AL,241,103,129,134
RTFF2,QH,254,243,239,245
CEAL,QH,254,243,239,245
TRDN,D,206,157,91,163
LBOD,Q,254,248,154,242
COME,CW,152,195,201,186
SALA,AZ,253,187,100,195
EILDE,AZ,253,187,100,195
ATGKS,DL,229,181,109,186
RBLDU,Q,254,248,154,242
SADHI,S,180,222,202,212
INSQ,AZ,253,187,100,195
LIAN3,S,180,222,202,212
RVQU,AZ,253,187,100,195
STBQ,AZ,253,187,100,195
BRUN,AZ,253,187,100,195
GABR,AZ,253,187,100,195
GBUCK,AZ,253,187,100,195
STROS,S,180,222,202,212
KLLQ,AZ,253,187,100,195
CGLH,AT,254,196,112,202
BMPP,AZ,253,187,100,195
SE1B,QH,254,243,239,245
ELCA,DU,241,225,176,225
LMOCO,DI,242,211,146,212
WQU,QH,254,243,239,245
STRI,AD,254,216,135,218
CLFA,ST,189,229,221,219
RADMA,CV,172,189,137,181
RADMA,CV,172,189,137,182
REHE3,G,249,170,111,183
POLL,DL,229,181,109,186
SCOMD,AL,241,103,129,134
REHW7,G,249,170,111,183
COFG,DE,232,208,144,208
RGGT,AZ,253,187,100,195
NEI,SG,201,233,230,225
LTAY,AZ,253,187,100,195
STSA,QP,254,240,191,239
BBSA,DL,229,181,109,186
NUNV,PLC,233,121,99,143
BAF,TE,161,96,166,115
BCF,CT,150,181,140,186
BCF,CT,150,181,139,171
BHCK,KC,233,238,154,231
SBEL,KO,211,228,136,218
TOR3,QP,254,240,191,239
RBDPG,QH,254,243,239,245
SQBR,AD,254,216,135,218
NBG,SU,189,229,221,220
ACL,DM,242,203,134,206
TCC,AZ,253,187,100,195
KCSK,JD,199,234,253,228
HRLL,CV,172,189,137,181
HRLL,CV,172,189,137,182
BTG,DL,229,181,109,186
BOQ,SL,151,213,200,199
SPBR,P,231,102,73,127
HIH,DM,242,203,134,206
FIB,KP,194,224,164,213
IMSB,QP,254,240,191,239
BCHA,G,249,170,111,183
GEIL,PLC,233,121,99,143
GCALA,GP,250,179,123,190
BERI1,S,180,222,202,212
BGAN,DL,229,181,109,186
RDLI,JT,144,207,242,196
LEMS,QH,254,243,239,245
ARYL,DI,242,211,146,212
CNAL1,GE,252,189,153,200
SGAOR,T,144,81,160,100
RORT2,S,180,222,202,212
STFG,S,180,222,202,212
BZYS,AZ,253,187,100,195
BGTF,SW,177,223,210,212
BFG,JO,186,228,250,221
BGF,OH,167,217,192,204
BHP,G,249,170,111,183
BITB,DA,242,235,207,234
BLS,TR,224,196,221,204
BM,JE,115,198,238,183
BLBU,SD,214,237,231,231
BKC,CN,195,196,138,192
GROS,QH,254,243,239,245
HWLA,CV,172,189,137,181
HWLA,CV,172,189,137,182
TAM6,Q,254,248,154,242
LOWP,PLC,233,121,99,143
WHDG,SW,177,223,210,212
UIIC,C,103,174,178,159
WATA,QP,254,240,191,239
BRCL,DP,232,198,134,200
AUCR,DL,229,181,109,186
PDNCS,G,249,170,111,183
TFST,JD,199,234,253,228
WDEP,Q,254,248,154,242
MULC,GP,250,179,123,190
FAS,DU,241,225,176,225
DRF,OH,167,217,192,204
FAG,Q,254,248,154,242
INVO,PLC,233,121,99,143
AUSP,KC,233,238,154,231
SAV,Q,254,248,154,242
GCD,Q,254,248,154,242
SVFL,KS,222,230,145,222
CSMA1,KC,233,238,154,231
RTMA2,KC,233,238,154,231
BUMA5,KS,222,230,145,222
CEGB,GT,254,198,137,205
UMSAZ,AZ,253,187,100,195
ALTD,Q,254,248,154,242
BMNY,GC,255,229,186,231
ALK,Q,254,248,154,242
TARO,SL,151,213,200,199
BLSS,DE,232,208,144,208
LNGC,JO,186,228,250,221
SEO,SL,151,213,200,199
BLYS,QH,254,243,239,245
SOLR,Q,254,248,154,242
BLAL,AZ,253,187,100,195
DEQU,AZ,253,187,100,195
LYNS,AD,254,216,135,218
MURO,DU,241,225,176,225
TONG,AZ,253,187,100,195
OKRA,AZ,253,187,100,195
VAFD,AZ,253,187,100,195
BLPL,JA,145,216,238,202
BERI,S,180,222,202,212
NAFL,KO,211,228,136,218
BRMA3,KT,198,222,126,210
GLHG,KT,198,222,126,210
PCC,KM,244,243,163,237
CYNB,CW,152,195,201,186
BRSS,DE,232,208,144,208
GORM,JA,145,216,238,202
AMPS,AZ,253,187,100,195
GBGB,GP,250,179,123,190
KBDL,AZ,253,187,100,195
WWAC,JO,186,228,250,221
FLMP,QH,254,243,239,245
HALEC,Q,254,248,154,242
SLOM,GEE,251,179,139,191
PRNA,KP,194,224,164,213
NEGRA,O,0,167,141,130
KIGN,AZ,253,187,100,195
KNTD,Q,254,248,154,242
SFPL,AZ,253,187,100,195
KLOW,N,254,223,44,217
T4T6,Q,254,248,154,242
BPST,P,231,102,73,127
BACT,TE,161,96,166,115
COSY,AZ,253,187,100,195
BGBU,GE,252,189,153,200
SGTU,DV,243,224,158,223
LINS,GI,253,208,177,215
PLNM,KE,187,217,119,204
RESI,AZ,253,187,100,195
MGI,Q,254,248,154,242
KTON,JO,186,228,250,221
LAT2,Q,254,248,154,242
REDHE,G,249,170,111,183
OKY,JI,212,240,252,235
NYG,SW,177,223,210,212
KEB,JN,175,224,241,215
BBPT,Q,254,248,154,242
PUSHM,QP,254,240,191,239
CDDU,SU,189,229,221,220
GDMGR,G,249,170,111,183
C3UGB,G,249,170,111,183
MNCND,G,249,170,111,183
DBHP,AZ,253,187,100,195
UIG,G,249,170,111,183
MMGD,O,0,167,141,130
SKGH,G,249,170,111,183
BDMA3,KC,233,238,154,231
PRA,CV,172,189,137,181
PRA,CV,172,189,137,182
BOBC,DL,229,181,109,186
TCAI,AZ,253,187,100,195
UPP,P,231,102,73,127
NSA,DU,241,225,176,225
DCTV,AZ,253,187,100,195
NFFF,AZ,253,187,100,195
LGMD,Q,254,248,154,242
DBSC,AZ,253,187,100,195
KNMB,CV,172,189,137,181
KNMB,CV,172,189,137,182
FPFG,ST,189,229,221,219
DBCV,AZ,253,187,100,195
CBN,SL,151,213,200,199
MGR,QH,254,243,239,245
STHD,S,180,222,202,212
LCBA,G,249,170,111,183
SLSA,KP,194,224,164,213
RHNM,G,249,170,111,183
ELON,AZ,253,187,100,195
DFD,QH,254,243,239,245
CAVM,Q,254,248,154,242
SKLM,Q,254,248,154,242
CBCL,QH,254,243,239,245
DERL,S,180,222,202,212
HEAD3,Q,254,248,154,242
SSTV,JC,186,228,240,220
BOTHL,DA,242,235,207,234
OLHL,AZ,253,187,100,195
UPO,O,0,167,141,130
BESA,GE,252,189,153,200
USO,O,0,167,141,130
HWD,ST,189,229,221,219
LLGN,AZ,253,187,100,195
CGBH,AT,254,196,112,202
STRC,AZ,253,187,100,195
HSZM,E,141,171,119,161
WGNC,CS,180,205,202,199
DABQ,AZ,253,187,100,195
DP,G,249,170,111,183
CAMG,KE,187,217,119,204
GFF,DM,242,203,134,206
GLML,KE,187,217,119,204
POTI,QP,254,240,191,239
LAT,QH,254,243,239,245
T6T8,Q,254,248,154,242
LBRR,S,180,222,202,212
BDHV,AD,254,216,135,218
CBNS2,SL,151,213,200,199
ACWW,JO,186,228,250,221
JAPT,DR,242,235,191,233
ANSG,Q,254,248,154,242
CUMR,JO,186,228,250,221
YMG3,SA,176,224,210,212
YMGCG,SR,164,217,201,204
GLOG,QP,254,240,191,239
AUGL,AC,253,206,124,210
DOTH,AC,253,206,124,210
DAIN,AC,253,206,124,210
APAR,AZ,253,187,100,195
GBANV,S,180,222,202,212
PLPD,AD,254,216,135,218
LUBE,AZ,253,187,100,195
STRG,O,0,167,141,130
GARRY,S,180,222,202,212
MOCH,G,249,170,111,183
ASIG,G,249,170,111,183
CLUAG,AZ,253,187,100,195
GDU1,Q,254,248,154,242
CUCK,KC,233,238,154,231
BDNS,KA,207,230,176,221
BTYL,AZ,253,187,100,195
PNHI,DE,232,208,144,208
GW2,Q,254,248,154,242
AD2,Q,254,248,154,242
LAT3,Q,254,248,154,242
DCKG,AZ,253,187,100,195
DBOF,AZ,253,187,100,195
VFL,QP,254,240,191,239
GRAM,AZ,253,187,100,195
UIEC,O,0,167,141,130
LASA,AZ,253,187,100,195
RTD2A,Q,254,248,154,242
KPAN,TU,187,158,202,167
ENGR,O,0,167,141,130
HCF,DL,229,181,109,186
UWL,SW,177,223,210,212
WYC,CV,172,189,137,181
WYC,CV,172,189,137,182
TCDB,AZ,253,187,100,195
ODSA,GE,252,189,153,200
WAGL,CN,195,196,138,192
MGAD,AZ,253,187,100,195
BIQU,AZ,253,187,100,195
CABM,ST,189,229,221,219
FOYS,DM,242,203,134,206
LCGK,JO,186,228,250,221
FTWM,AZ,253,187,100,195
LANGB,Q,254,248,154,242
BADL,AZ,253,187,100,195
BAUM,S,180,222,202,212
CKBA,DV,243,224,158,223
CLAL,KC,233,238,154,231
MBSA,KA,207,230,176,221
TRBP,DL,229,181,109,186
FDER,O,0,167,141,130
CCAG,QPM,255,241,208,241
SAIRB,G,249,170,111,183
LUG3,Q,254,248,154,242
DLMO,AZ,253,187,100,195
C3AQG,G,249,170,111,183
BUCH,D,206,157,91,163
WASP,KO,211,228,136,218
NDI,QP,254,240,191,239
CAV,AD,254,216,135,218
CSA,TE,161,96,166,115
SITU,Q,254,248,154,242
WNS,CV,172,189,137,181
WNS,CV,172,189,137,182
TRSM,JS,74,192,238,170
SYL,JB,158,219,238,207
STGC,ST,189,229,221,219
TBLN,AZ,253,187,100,195
RSA,TA,190,140,193,154
SMGP,CN,195,196,138,192
SHLF,SA,176,224,210,212
SCAP,KP,194,224,164,213
POLS,CN,195,196,138,192
NS,JA,145,216,238,202
PBSL,KP,194,224,164,213
MBIS,AZ,253,187,100,195
MALP,AZ,253,187,100,195
LIMB,GP,250,179,123,190
UEXAL,AL,241,103,129,134
CMGR,O,0,167,141,130
GARS,G,249,170,111,183
NEOG,N,254,223,44,217
MNG5,GP,250,179,123,190
HGUW,KU,175,212,109,197
CHAS,AZ,253,187,100,195
BYDN,C,103,174,178,159
SQAR,JA,145,216,238,202
DCSA,JE,115,198,238,183
BBBBC,GE,252,189,153,200
CRKV,DL,229,181,109,186
UFLC,SG,201,233,230,225
GRFN,JA,145,216,238,202
UIGHC,AL,241,103,129,134
SUGL,QH,254,243,239,245
MULDI,AZ,253,187,100,195
SWGR,QP,254,240,191,239
RHLC1,G,249,170,111,183
MORD,QP,254,240,191,239
TAW4,QP,254,240,191,239
TAW7,QP,254,240,191,239
TAW10,QP,254,240,191,239
TOR4,QP,254,240,191,239
TOR7,QP,254,240,191,239
PET2,QP,254,240,191,239
SKEG,KP,194,224,164,213
SCHD,AD,254,216,135,218
MOFB,P,231,102,73,127
WEY1,Q,254,248,154,242
DBED,AZ,253,187,100,195
LCG,JO,186,228,250,221
DNC,S,180,222,202,212
CECL,KP,194,224,164,213
GIB,CV,172,189,137,181
GIB,CV,172,189,137,182
GLSAF,QP,254,240,191,239
THN,QP,254,240,191,239
LGE,DV,243,224,158,223
UFI,GE,252,189,153,200
CUD,JB,158,219,238,207
UTBC,KB,185,220,156,208
UGG,SL,151,213,200,199
ROH,KB,185,220,156,208
RCK,KA,207,230,176,221
CGMGR,S,180,222,202,212
NEGD2,D,206,157,91,163
KTHL,AZ,253,187,100,195
RADD,CV,172,189,137,181
RADD,CV,172,189,137,182
CUIA1,G,249,170,111,183
HFAR,S,180,222,202,212
MEAC,QH,254,243,239,245
BOWM,AZ,253,187,100,195
ROSA,TE,161,96,166,115
MDFL,KS,222,230,145,222
RKE,AZ,253,187,100,195
SATVS,G,249,170,111,183
KARU,KA,207,230,176,221
PLIE,AZ,253,187,100,195
AVPS,AZ,253,187,100,195
GCRIM,DL,229,181,109,186
RLC,G,249,170,111,183
LAX,AX,253,189,128,198
MNG2,GP,250,179,123,190
KLLA,JC,186,228,240,220
LCB,JN,175,224,241,215
GSCK,AZ,253,187,100,195
SKRS,GEE,251,179,139,191
SKAS,GP,250,179,123,190
WOY,JI,212,240,252,235
LYGB,JO,186,228,250,221
BU,AZ,253,187,100,195
BSA,Q,254,248,154,242
BSR,TE,161,96,166,115
BRNF,GE,252,189,153,200
BRK,Q,254,248,154,242
BRCO,DL,229,181,109,186
BQS,DL,229,181,109,186
ROMG3,S,180,222,202,212
GCRI,DL,229,181,109,186
STNV,O,0,167,141,130
INVSC,AZ,253,187,100,195
LYBR,DM,242,203,134,206
ADEEN,O,0,167,141,130
SCHAN,GP,250,179,123,190
CNAL6,GE,252,189,153,200
RUML,G,249,170,111,183
ALTDU,T,144,81,160,100
RLE14,G,249,170,111,183
BIDY,G,249,170,111,183
INZ,AZ,253,187,100,195
LMGB,O,0,167,141,130
LUMP,S,180,222,202,212
SHDL,S,180,222,202,212
CAGH,QH,254,243,239,245
DBLS,AZ,253,187,100,195
DBBD,AZ,253,187,100,195
CLN,SO,230,242,232,239
ELTU,SG,201,233,230,225
DBR,PLC,233,121,99,143
LRO,CV,172,189,137,181
LRO,CV,172,189,137,182
UCB,JC,186,228,240,220
UBCO,DE,232,208,144,208
SWC,JD,199,234,253,228
ROSS,SW,177,223,210,212
THI,CV,172,189,137,181
THI,CV,172,189,137,182
KIPH,AZ,253,187,100,195
SHE,Q,254,248,154,242
FAR,DI,242,211,146,212
BPS,PLC,233,121,99,143
BNS,TE,161,96,166,115
BMOY,GO,253,198,144,206
GBM,AZ,253,187,100,195
CRBR,P,231,102,73,127
OBG,DL,229,181,109,186
TCDL,AZ,253,187,100,195
EY,SU,189,229,221,220
CGP,DE,232,208,144,208
OGPD,CT,150,181,140,186
OGPD,CT,150,181,139,171
ACPR,AZ,253,187,100,195
LHILL,O,0,167,141,130
RHLE,G,249,170,111,183
LDLN2,Q,254,248,154,242
DRSM,DM,242,203,134,206
CWMG,SU,189,229,221,220
TYBR,SL,151,213,200,199
HLGR,Q,254,248,154,242
RTFDF,QH,254,243,239,245
HLGS,JS,74,192,238,170
CAFA,O,0,167,141,130
DABLS,KO,211,228,136,218
WAB,JN,175,224,241,215
VDG,AP,240,89,120,123
UMCL,GY,251,179,139,191
MDF,DL,229,181,109,186
SRN,AD,254,216,135,218
HICO,P,231,102,73,127
YSB,AZ,253,187,100,195
WST,CV,172,189,137,181
WST,CV,172,189,137,182
LKN,O,0,167,141,130
PET1,QP,254,240,191,239
HALL,DL,229,181,109,186
GOSA,QH,254,243,239,245
TILL1,Q,254,248,154,242
PVSG,O,0,167,141,130
AW,PLC,233,121,99,143
POGR,O,0,167,141,130
TOSD,QH,254,243,239,245
AGR,GE,252,189,153,200
MER,TA,190,140,193,154
NEC,JO,186,228,250,221
RDD,ST,189,229,221,219
PEG,SS,192,226,212,217
WNH,GB,252,200,163,208
TA,AX,253,189,128,198
COLN,AZ,253,187,100,195
BRNY,SL,151,213,200,199
SE2,QH,254,243,239,245
RCCA,KA,207,230,176,221
AD1,Q,254,248,154,242
MYMY,SU,189,229,221,220
AAFS,S,180,222,202,212
RT12,Q,254,248,154,242
LIML,AZ,253,187,100,195
NIAT,QP,254,240,191,239
DCUW,AZ,253,187,100,195
EKOF,GD,253,189,128,198
TACH,KC,233,238,154,231
BTK,QH,254,243,239,245
TIR,OH,167,217,192,204
BGUC,DM,242,203,134,206
BLU,DL,229,181,109,186
BRORO,JC,186,228,240,220
DPCG,TR,224,196,221,204
FCCB,CW,152,195,201,186
ETB,JD,199,234,253,228
DBTA,AZ,253,187,100,195
LSGR,QH,254,243,239,245
JOG,DV,243,224,158,223
ROSO,KL,149,204,121,186
PALPR,AL,241,103,129,134
EGG,AR,237,0,140,60
SUDD,QH,254,243,239,245
BLEAK,QP,254,240,191,239
WLDL,SR,164,217,201,204
CHUI,AC,253,206,124,210
CCNC,KC,233,238,154,231
SHRD,GP,250,179,123,190
SFSFT,AZ,253,187,100,195
CAIUB,AZ,253,187,100,195
RUSM,G,249,170,111,183
RUM,G,249,170,111,183
SCSM,DM,242,203,134,206
RMBDF,QH,254,243,239,245
MYRH,DI,242,211,146,212
MCPDP,PLC,233,121,99,143
BEBH,AZ,253,187,100,195
MHC,KP,194,224,164,213
LAXF,AZ,253,187,100,195
